Player,Opposition,Ground,Inns,Runs
Babar Azam,v Bangladesh,Christchurch,1,22
Mohammad Nawaz (3),v Zimbabwe,Perth,2,22
Faheem Ashraf,v New Zealand,Lahore,1,22
Mohammad Amir,v Australia,Birmingham,1,21*
Saeed Ajmal,v West Indies,Gros Islet,2,21*
Misbah-ul-Haq,v Bangladesh,Mirpur,1,21*
Shadab Khan,v Bangladesh,Mirpur,2,21*
Asif Ali,v West Indies,Karachi,2,21*
Kamran Akmal,v South Africa,Johannesburg,1,21
Salman Butt,v Bangladesh,Cape Town,2,21
Shoaib Malik,v Bangladesh,Cape Town,2,21
Misbah-ul-Haq,v Sri Lanka,Lord's,2,21
Umar Akmal,v Australia,Melbourne,2,21
Shoaib Malik,v Australia,Birmingham,1,21
Shahzaib Hasan,v England,Cardiff,1,21
Hammad Azam,v England,Dubai (DSC),2,21
Umar Akmal,v India,Colombo (RPS),1,21
Ahmed Shehzad,v South Africa,Dubai (DSC),2,21
Sohaib Maqsood,v India,Mirpur,1,21
Wahab Riaz,v England,Dubai (DSC),2,21
Khalid Latif,v West Indies,Abu Dhabi,2,21
Fakhar Zaman,v West Indies,Port of Spain,1,21
Fakhar Zaman,v World-XI,Lahore,1,21
Umar Amin,v New Zealand,Mount Maunganui,1,21
Fakhar Zaman,v Scotland,Edinburgh,1,21
Faheem Ashraf,v Australia,Harare,1,21
Babar Azam,v England,Manchester,1,21
Fakhar Zaman,v Zimbabwe,Rawalpindi,2,21
Haider Ali,v South Africa,Lahore,1,21
Shan Masood,v England,Karachi,1,21
Babar Azam,v New Zealand,Christchurch,1,21
Shahid Afridi,v Australia,Mirpur,1,20*
Haris Sohail,v New Zealand,Mount Maunganui,1,20*
Hasan Ali,v South Africa,Lahore,2,20*
Mohammad Yousuf,v England,Bristol,2,20
Shoaib Malik,v India,Durban,2,20
Misbah-ul-Haq,v Sri Lanka,King City (NW),2,20
Shoaib Malik,v England,The Oval,2,20
Misbah-ul-Haq,v Ireland,The Oval,1,20
Fawad Alam,v England,Cardiff,1,20
Shahid Afridi,v New Zealand,Auckland,1,20
Umar Akmal,v Bangladesh,Mirpur,1,20
Imran Nazir,v Sri Lanka,Colombo (RPS),2,20
Saeed Ajmal,v Sri Lanka,Dubai (DSC),2,20
Awais Zia,v New Zealand,Dubai (DSC),2,20
Anwar Ali,v England,Dubai (DSC),2,20
Shoaib Malik,v New Zealand,Auckland,1,20
Kamran Akmal,v West Indies,Port of Spain,2,20
Iftikhar Ahmed,v South Africa,Lahore,1,20
Imad Wasim,v England,Leeds,2,20
Sharjeel Khan,v West Indies,Providence,1,20
Mohammad Rizwan,v Afghanistan,Sharjah,2,20
Fakhar Zaman,v Netherlands,Perth,2,20
Shadab Khan,v England,Melbourne,1,20
Shahid Afridi,v South Africa,Centurion,1,19*
Shoaib Malik,v Sri Lanka,King City (NW),1,19
Kamran Akmal,v New Zealand,The Oval,2,19
Shahzaib Hasan,v Sri Lanka,Lord's,2,19
Imran Nazir,v New Zealand,Dubai (DSC),1,19
Imran Farhat,v Sri Lanka,Abu Dhabi,2,19
Asad Shafiq,v Bangladesh,Mirpur,1,19
Asad Shafiq,v England,Dubai (DSC),1,19
Umar Akmal,v England,Dubai (DSC),2,19
Nasir Jamshed,v South Africa,Dubai (DSC),2,19
Nasir Jamshed,v South Africa,Cape Town,1,19
Mohammad Hafeez,v West Indies,Mirpur,2,19
Saad Nasim,v New Zealand,Dubai (DSC),2,19
Imad Wasim,v Zimbabwe,Harare,1,19
Umar Akmal,v England,Dubai (DSC),2,19
Sarfaraz Ahmed,v England,Dubai (DSC),2,19
Mohammad Hafeez,v New Zealand,Hamilton,1,19
Shahid Afridi,v New Zealand,Mohali,2,19
Babar Azam,v West Indies,Dubai (DSC),1,19
Ahmed Shehzad,v New Zealand,Mount Maunganui,1,19
Shoaib Malik,v New Zealand,Dubai (DSC),1,19
Imad Wasim,v South Africa,Centurion,1,19
Fakhar Zaman,v Zimbabwe,Rawalpindi,2,19
Imad Wasim,v New Zealand,Auckland,1,19
Sohaib Maqsood,v England,Nottingham,1,19
Shoaib Malik,v Afghanistan,Dubai (DSC),2,19
Babar Azam,v Bangladesh,Mirpur,2,19
Mohammad Nawaz (3),v England,Karachi,2,19
Iftikhar Ahmed,v England,Lahore,2,19
Shan Masood,v New Zealand,Christchurch,2,19
Babar Azam,v New Zealand,Rawalpindi,1,19
Imad Wasim,v England,Cardiff,1,18*
Mohammad Nawaz (3),v South Africa,Lahore,2,18*
Mohammad Nawaz (3),v Bangladesh,Mirpur,2,18*
Usman Qadir,v Australia,Lahore,1,18*
Mohammad Hafeez,v Scotland,Durban,1,18
Salman Butt,v Netherlands,Lord's,1,18
Umar Akmal,v Australia,Gros Islet,2,18
Mohammad Hafeez,v England,Bridgetown,1,18
Shahid Afridi,v Australia,Birmingham,1,18
Wahab Riaz,v New Zealand,Hamilton,2,18
Awais Zia,v England,Dubai (DSC),1,18
Nasir Jamshed,v South Africa,Johannesburg,2,18
Sharjeel Khan,v Afghanistan,Sharjah,2,18
Shoaib Malik,v India,Mirpur,1,18
Sohaib Maqsood,v West Indies,Mirpur,2,18
Shahid Afridi,v West Indies,Mirpur,2,18
Ahmed Shehzad,v Zimbabwe,Lahore,2,18
Nauman Anwar,v Zimbabwe,Lahore,2,18
Imad Wasim,v New Zealand,Auckland,1,18
Sohaib Maqsood,v New Zealand,Hamilton,1,18
Sharjeel Khan,v Bangladesh,Eden Gardens,1,18
Babar Azam,v New Zealand,Mount Maunganui,1,18
Hussain Talat,v Scotland,Edinburgh,1,18
Shoaib Malik,v Australia,Dubai (DSC),1,18
Shoaib Malik,v South Africa,Centurion,1,18
Sharjeel Khan,v Zimbabwe,Harare,1,18
Haider Ali,v England,Lahore,1,18
Imad Wasim,v Afghanistan,Sharjah,1,18
Abdul Razzaq,v England,Bristol,2,17*
Naved-ul-Hasan,v South Africa,Johannesburg,1,17*
Fawad Alam,v New Zealand,Dubai (DSC),1,17*
Sohail Tanvir,v Zimbabwe,Harare,1,17*
Shoaib Malik,v World-XI,Lahore,1,17*
Shoaib Malik,v West Indies,Karachi,1,17*
Asif Ali,v Australia,Harare,2,17*
Hasan Ali,v Australia,Abu Dhabi,1,17*
Faheem Ashraf,v Australia,Dubai (DSC),1,17*
Iftikhar Ahmed,v Sri Lanka,Lahore,2,17*
Yasir Arafat,v Scotland,Durban,1,17
Salman Butt,v India,Durban,2,17
Shahid Afridi,v Sri Lanka,Johannesburg,1,17
Misbah-ul-Haq,v Canada,King City (NW),1,17
Umar Akmal,v England,Cardiff,1,17
Zulqarnain Haider,v South Africa,Abu Dhabi,1,17
Mohammad Hafeez,v Australia,Dubai (DSC),2,17
Nasir Jamshed,v Australia,Dubai (DSC),2,17
Ahmed Shehzad,v Bangladesh,Mirpur,1,17
Mohammad Hafeez,v Sri Lanka,Colombo (RPS),1,17
Mohammad Rizwan,v Sri Lanka,Colombo (RPS),2,17
Ahmed Shehzad,v Zimbabwe,Harare,1,17
Mohammad Hafeez,v Zimbabwe,Harare,1,17
Sharjeel Khan,v India,Eden Gardens,1,17
Babar Azam,v West Indies,Karachi,1,17
Hussain Talat,v Scotland,Edinburgh,1,17
Shadab Khan,v Scotland,Edinburgh,1,17
Fakhar Zaman,v South Africa,Centurion,1,17
Faheem Ashraf,v England,Cardiff,1,17
Sarfaraz Ahmed,v Sri Lanka,Lahore,2,17
Mohammad Hafeez,v Bangladesh,Lahore,2,17
Mohammad Rizwan,v New Zealand,Auckland,1,17
Shadab Khan,v Zimbabwe,Perth,2,17
Saim Ayub,v Afghanistan,Sharjah,1,17
Fakhar Zaman,v New Zealand,Lahore,2,17
Misbah-ul-Haq,v Sri Lanka,Johannesburg,1,16*
Misbah-ul-Haq,v New Zealand,Cape Town,2,16*
Fawad Alam,v Bangladesh,Karachi,1,16*
Shahid Afridi,v England,Cardiff,1,16*
Shadab Khan,v Sri Lanka,Abu Dhabi,2,16*
Faheem Ashraf,v West Indies,Karachi,1,16*
Shoaib Malik,v England,Bristol,2,16
Kamran Akmal,v Scotland,Durban,1,16
Salman Butt,v Australia,Dubai (DSC),2,16
Fawad Alam,v Australia,Gros Islet,2,16
Umar Gul,v England,Cardiff,1,16
Imran Farhat,v Bangladesh,Mirpur,1,16
Wahab Riaz,v Australia,Dubai (DSC),1,16
Mohammad Rizwan,v Zimbabwe,Harare,1,16
Rafatullah Mohmand,v England,Dubai (DSC),2,16
Ahmed Shehzad,v New Zealand,Auckland,1,16
Sarfaraz Ahmed,v Zimbabwe,Harare,1,16
Haris Sohail,v Zimbabwe,Harare,2,16
Iftikhar Ahmed,v Bangladesh,Lahore,2,16
Khushdil Shah,v New Zealand,Auckland,1,16
Shahnawaz Dahani,v India,Dubai (DSC),1,16
Asif Ali,v India,Dubai (DSC),2,16
Asif Ali,v Afghanistan,Sharjah,2,16
Mohammad Nawaz (3),v New Zealand,Christchurch,2,16
Mohammad Rizwan,v New Zealand,Christchurch,1,16
Shaheen Shah Afridi,v India,Melbourne,1,16
Tayyab Tahir,v Afghanistan,Sharjah,1,16
Imad Wasim,v New Zealand,Lahore,1,16
Shadab Khan,v New Zealand,Lahore,2,16
Abdul Razzaq,v Ireland,The Oval,1,15*
Shoaib Malik,v Bangladesh,Eden Gardens,1,15*
Shoaib Malik,v New Zealand,Mohali,2,15*
Babar Azam,v England,Manchester,2,15*
Imad Wasim,v World-XI,Lahore,1,15*
Aamer Yamin,v New Zealand,Mount Maunganui,1,15*
Hasan Ali,v England,Manchester,1,15*
Shoaib Malik,v South Africa,Johannesburg,1,15
Kamran Akmal,v India,Durban,2,15
Mohammad Hafeez,v Australia,Johannesburg,2,15
Yasir Arafat,v India,Johannesburg,2,15
Fawad Alam,v New Zealand,Dubai (DSC),1,15
Salman Butt,v Australia,Gros Islet,2,15
Kamran Akmal,v England,Bridgetown,1,15
Ahmed Shehzad,v New Zealand,Hamilton,2,15
Misbah-ul-Haq,v Zimbabwe,Harare,1,15
Yasir Arafat,v Australia,Dubai (DSC),2,15
Mohammad Hafeez,v South Africa,Colombo (RPS),2,15
Mohammad Hafeez,v India,Colombo (RPS),1,15
Shoaib Malik,v South Africa,Dubai (DSC),2,15
Sohaib Maqsood,v Sri Lanka,Dubai (DSC),2,15
Mohammad Hafeez,v India,Mirpur,1,15
Shoaib Malik,v Zimbabwe,Harare,1,15
Imad Wasim,v World-XI,Lahore,1,15
Shadab Khan,v England,Manchester,1,15
Hussain Talat,v South Africa,Lahore,1,15
Khushdil Shah,v South Africa,Lahore,1,15
Haider Ali,v South Africa,Lahore,2,15
Danish Aziz,v Zimbabwe,Harare,1,15
Sohaib Maqsood,v England,Leeds,2,15
Fakhar Zaman,v West Indies,Providence,1,15
Mohammad Rizwan,v Scotland,Sharjah,1,15
Fakhar Zaman,v India,Dubai (DSC),2,15
Iftikhar Ahmed,v England,Lahore,1,15
Babar Azam,v New Zealand,Christchurch,2,15
Mohammad Rizwan,v England,Melbourne,1,15
Mohammad Haris,v Afghanistan,Sharjah,1,15
Imad Wasim,v New Zealand,Abu Dhabi,1,14*
Iftikhar Ahmed,v New Zealand,Napier,2,14*
Khushdil Shah,v India,Dubai (DSC),2,14*
Naseem Shah,v Afghanistan,Sharjah,2,14*
Shahid Afridi,v Sri Lanka,King City (NW),1,14
Shoaib Malik,v Sri Lanka,Colombo (RPS),1,14
Imran Farhat,v England,Dubai (DSC),1,14
Mohammad Hafeez,v England,Cardiff,1,14
Umar Akmal,v South Africa,Abu Dhabi,1,14
Mohammad Hafeez,v South Africa,Abu Dhabi,1,14
Ahmed Shehzad,v New Zealand,Auckland,1,14
Abdul Razzaq,v New Zealand,Hamilton,2,14
Shahid Afridi,v New Zealand,Christchurch,1,14
Imran Nazir,v South Africa,Colombo (RPS),2,14
Shahid Afridi,v India,Colombo (RPS),1,14
Imran Nazir,v Australia,Colombo (RPS),1,14
Umar Amin,v Zimbabwe,Harare,1,14
Shahid Afridi,v South Africa,Dubai (DSC),2,14
Sohail Tanvir,v West Indies,Mirpur,2,14
Umar Akmal,v Zimbabwe,Harare,1,14
Shoaib Malik,v New Zealand,Wellington,2,14
Mohammad Hafeez,v Sri Lanka,Mirpur,2,14
Shahid Afridi,v Australia,Mohali,2,14
Ahmed Shehzad,v West Indies,Port of Spain,1,14
Mohammad Hafeez,v Sri Lanka,Abu Dhabi,2,14
Asif Ali,v West Indies,Karachi,1,14
Ahmed Shehzad,v Scotland,Edinburgh,1,14
Sarfaraz Ahmed,v Scotland,Edinburgh,1,14
Sarfaraz Ahmed,v Australia,Harare,1,14
Fakhar Zaman,v Australia,Abu Dhabi,1,14
Shoaib Malik,v Australia,Dubai (DSC),1,14
Fakhar Zaman,v South Africa,Johannesburg,2,14
Mohammad Rizwan,v Australia,Canberra,1,14
Imam-ul-Haq,v Australia,Perth,1,14
Shoaib Malik,v England,Manchester,1,14
Khushdil Shah,v New Zealand,Hamilton,1,14
Babar Azam,v South Africa,Johannesburg,2,14
Haider Ali,v South Africa,Johannesburg,2,14
Babar Azam,v India,Dubai (DSC),2,14
Mohammad Rizwan,v Sri Lanka,Dubai (DSC),1,14
Shan Masood,v New Zealand,Christchurch,1,14
Mohammad Rizwan,v Zimbabwe,Perth,2,14
Saeed Ajmal,v England,Bridgetown,1,13*
Zulfiqar Babar,v West Indies,Kingstown,2,13*
Mohammad Hafeez,v South Africa,Johannesburg,2,13*
Shahid Afridi,v South Africa,Cape Town,1,13*
Raza Hasan,v Australia,Dubai (DSC),1,13*
Bilawal Bhatti,v Zimbabwe,Lahore,2,13*
Imad Wasim,v Zimbabwe,Harare,1,13*
Shoaib Malik,v Sri Lanka,Mirpur,2,13*
Faheem Ashraf,v Sri Lanka,Lahore,1,13*
Haris Rauf,v India,Dubai (DSC),1,13*
Asif Ali,v England,Karachi,1,13*
Salman Butt,v Scotland,Durban,1,13
Younis Khan,v Canada,King City (NW),1,13
Shahid Afridi,v Netherlands,Lord's,1,13
Kamran Akmal,v New Zealand,Dubai (DSC),1,13
Umar Akmal,v England,Dubai (DSC),1,13
Shoaib Malik,v England,Dubai (DSC),2,13
Misbah-ul-Haq,v England,Bridgetown,1,13
Khalid Latif,v Australia,Gros Islet,1,13
Salman Butt,v Australia,Birmingham,1,13
Mohammad Hafeez,v South Africa,Abu Dhabi,1,13
Mohammad Hafeez,v Sri Lanka,Abu Dhabi,2,13
Misbah-ul-Haq,v England,Dubai (DSC),2,13
Umar Akmal,v Australia,Dubai (DSC),1,13
Abdul Razzaq,v Australia,Dubai (DSC),2,13
Nasir Jamshed,v South Africa,Centurion,1,13
Mohammad Hafeez,v West Indies,Kingstown,2,13
Sohaib Maqsood,v Sri Lanka,Dubai (DSC),2,13
Mohammad Hafeez,v Australia,Mirpur,1,13
Anwar Ali,v Bangladesh,Mirpur,1,13
Ahmed Shehzad,v West Indies,Bridgetown,2,13
Shadab Khan,v West Indies,Port of Spain,1,13
Shoaib Malik,v Australia,Harare,1,13
Asif Ali,v South Africa,Cape Town,2,13
Babar Azam,v Sri Lanka,Lahore,2,13
Ahmed Shehzad,v Sri Lanka,Lahore,2,13
Khushdil Shah,v New Zealand,Napier,2,13
Mohammad Hafeez,v South Africa,Johannesburg,2,13
Fakhar Zaman,v Zimbabwe,Harare,1,13
Mohammad Rizwan,v Zimbabwe,Harare,2,13
Sohaib Maqsood,v England,Manchester,1,13
Iftikhar Ahmed,v Australia,Lahore,1,13
Fakhar Zaman,v Sri Lanka,Dubai (DSC),1,13
Iftikhar Ahmed,v Sri Lanka,Dubai (DSC),1,13
Haris Rauf,v Sri Lanka,Dubai (DSC),2,13
Iftikhar Ahmed,v Bangladesh,Christchurch,1,13
Tayyab Tahir,v Afghanistan,Sharjah,1,13
Imad Wasim,v Afghanistan,Sharjah,1,13
Yasir Arafat,v India,Durban,2,12*
Abdul Razzaq,v South Africa,Nottingham,1,12*
Shoaib Malik,v Zimbabwe,Harare,2,12*
Wahab Riaz,v Sri Lanka,Lahore,2,12*
Mohammad Wasim (1),v Zimbabwe,Perth,2,12*
Mohammad Hafeez,v Kenya,Nairobi (Gym),2,12
Salman Butt,v Sri Lanka,Johannesburg,1,12
Sohail Tanvir,v India,Johannesburg,2,12
Kamran Akmal,v Sri Lanka,King City (NW),1,12
Fawad Alam,v Sri Lanka,Lord's,2,12
Sohail Tanvir,v New Zealand,Dubai (DSC),1,12
Mohammad Hafeez,v Australia,Gros Islet,2,12
Abdul Razzaq,v Australia,Gros Islet,1,12
Shoaib Malik,v Australia,Birmingham,1,12
Ahmed Shehzad,v West Indies,Gros Islet,2,12
Shahid Afridi,v West Indies,Gros Islet,2,12
Shoaib Malik,v England,Dubai (DSC),2,12
Umar Akmal,v Sri Lanka,Hambantota,2,12
Shahid Afridi,v New Zealand,Pallekele,1,12
Shoaib Malik,v South Africa,Colombo (RPS),2,12
Umar Gul,v India,Colombo (RPS),1,12
Shoaib Malik,v South Africa,Dubai (DSC),1,12
Shahid Afridi,v Bangladesh,Mirpur,1,12
Mohammad Hafeez,v Zimbabwe,Lahore,2,12
Sarfaraz Ahmed,v West Indies,Port of Spain,1,12
Khushdil Shah,v South Africa,Lahore,1,12
Haider Ali,v South Africa,Johannesburg,1,12
Hasan Ali,v South Africa,Johannesburg,1,12
Fakhar Zaman,v West Indies,Karachi,2,12
Mohammad Nawaz (3),v England,Lahore,1,12
Shan Masood,v Netherlands,Perth,2,12
Shadab Khan,v Afghanistan,Sharjah,1,12
Inzamam-ul-Haq,v England,Bristol,2,11*
Abdul Razzaq,v South Africa,Gros Islet,1,11*
Mohammad Amir,v Australia,Birmingham,1,11*
Yasir Shah,v Zimbabwe,Harare,1,11*
Zulfiqar Babar,v West Indies,Kingstown,1,11*
Sarfaraz Ahmed,v New Zealand,Mohali,2,11*
Khushdil Shah,v Zimbabwe,Rawalpindi,2,11*
Kamran Akmal,v Bangladesh,Nairobi (Gym),1,11
Shoaib Malik,v Scotland,Durban,1,11
Salman Butt,v Australia,Johannesburg,2,11
Kamran Akmal,v Sri Lanka,King City (NW),2,11
Shahid Afridi,v New Zealand,Bridgetown,2,11
Kamran Akmal,v England,Cardiff,1,11
Abdul Razzaq,v England,Cardiff,1,11
Shoaib Malik,v Zimbabwe,Harare,1,11
Shahid Afridi,v India,Ahmedabad,2,11
Umar Akmal,v South Africa,Centurion,1,11
Umar Akmal,v South Africa,Dubai (DSC),2,11
Haris Sohail,v New Zealand,Dubai (DSC),2,11
Sohail Tanvir,v New Zealand,Dubai (DSC),2,11
Mohammad Hafeez,v Sri Lanka,Colombo (RPS),2,11
Mohammad Hafeez,v U.A.E.,Mirpur,2,11
Sharjeel Khan,v West Indies,Abu Dhabi,2,11
Fakhar Zaman,v Sri Lanka,Abu Dhabi,2,11
Fakhar Zaman,v Australia,Dubai (DSC),1,11
Fakhar Zaman,v New Zealand,Dubai (DSC),1,11
Hasan Ali,v South Africa,Cape Town,2,11
Asif Ali,v Australia,Sydney,1,11
Imad Wasim,v Australia,Canberra,1,11
Haider Ali,v New Zealand,Napier,2,11
Babar Azam,v England,Manchester,1,11
Fakhar Zaman,v New Zealand,Sharjah,2,11
Mohammad Hafeez,v New Zealand,Sharjah,2,11
Imad Wasim,v New Zealand,Sharjah,2,11
Mohammad Rizwan,v Bangladesh,Mirpur,2,11
Haider Ali,v England,Karachi,1,11
Haris Rauf,v New Zealand,Lahore,1,11
Kamran Akmal,v Sri Lanka,Johannesburg,1,10*
Anwar Ali,v Zimbabwe,Harare,1,10*
Sohail Tanvir,v England,Sharjah,2,10*
Faheem Ashraf,v New Zealand,Abu Dhabi,1,10*
Shaheen Shah Afridi,v New Zealand,Auckland,1,10*
Imad Wasim,v New Zealand,Hamilton,1,10*
Haider Ali,v New Zealand,Christchurch,2,10*
Abdul Razzaq,v South Africa,Johannesburg,1,10
Shoaib Malik,v Bangladesh,Nairobi (Gym),1,10
Mohammad Hafeez,v Sri Lanka,Johannesburg,1,10
Imran Nazir,v Australia,Johannesburg,2,10
Shahid Afridi,v Bangladesh,Karachi,1,10
Misbah-ul-Haq,v England,The Oval,2,10
Younis Khan,v Ireland,The Oval,1,10
Umar Gul,v Australia,Melbourne,2,10
Abdul Razzaq,v England,Bridgetown,1,10
Umar Gul,v Australia,Birmingham,1,10
Imran Farhat,v South Africa,Abu Dhabi,1,10
Umar Gul,v England,Dubai (DSC),2,10
Nasir Jamshed,v Australia,Dubai (DSC),2,10
Hammad Azam,v West Indies,Kingstown,2,10
Mohammad Hafeez,v West Indies,Kingstown,1,10
Shahid Afridi,v South Africa,Dubai (DSC),1,10
Abdul Razzaq,v South Africa,Dubai (DSC),1,10
Bilawal Bhatti,v Sri Lanka,Dubai (DSC),2,10
Ahmed Shehzad,v Australia,Dubai (DSC),1,10
Umar Akmal,v New Zealand,Dubai (DSC),2,10
Khurram Manzoor,v India,Mirpur,1,10
Sharjeel Khan,v Bangladesh,Mirpur,1,10
Hussain Talat,v Zimbabwe,Harare,1,10
Hussain Talat,v Australia,Harare,1,10
Shoaib Malik,v New Zealand,Dubai (DSC),2,10
Haider Ali,v South Africa,Lahore,1,10
Faheem Ashraf,v South Africa,Lahore,2,10
Mohammad Hafeez,v South Africa,Centurion,2,10
Mohammad Hafeez,v England,Leeds,2,10
Mohammad Hafeez,v Afghanistan,Dubai (DSC),2,10
Fakhar Zaman,v West Indies,Karachi,1,10
Fakhar Zaman,v West Indies,Karachi,1,10
Hasan Ali,v Australia,Lahore,1,10
Babar Azam,v India,Dubai (DSC),1,10
Fakhar Zaman,v India,Dubai (DSC),1,10
Shadab Khan,v India,Dubai (DSC),1,10
Aamer Jamal,v England,Lahore,1,10
Tayyab Tahir,v Afghanistan,Sharjah,1,10
Saim Ayub,v New Zealand,Lahore,2,10
Umar Gul,v Sri Lanka,Lord's,2,9*
Yasir Arafat,v England,Dubai (DSC),1,9*
Shoaib Malik,v Australia,Dubai (DSC),2,9*
Shoaib Malik,v New Zealand,Pallekele,1,9*
Umar Akmal,v Australia,Colombo (RPS),1,9*
Shoaib Malik,v West Indies,Port of Spain,2,9*
Mohammad Amir,v Australia,Perth,1,9*
Hasan Ali,v South Africa,Johannesburg,2,9*
Mohammad Wasim (1),v Afghanistan,Sharjah,1,9*
Shoaib Khan jnr,v Canada,King City (NW),1,9
Shoaib Malik,v Canada,King City (NW),1,9
Shahid Afridi,v Bangladesh,Gros Islet,1,9
Shahzaib Hasan,v South Africa,Abu Dhabi,1,9
Imran Farhat,v South Africa,Abu Dhabi,1,9
Fawad Alam,v New Zealand,Auckland,1,9
Asad Shafiq,v Zimbabwe,Harare,1,9
Shoaib Malik,v Sri Lanka,Hambantota,2,9
Mohammad Hafeez,v Australia,Dubai (DSC),2,9
Umar Akmal,v West Indies,Kingstown,2,9
Ahmed Shehzad,v South Africa,Johannesburg,2,9
Ahmed Shehzad,v South Africa,Cape Town,1,9
Kamran Akmal,v Bangladesh,Mirpur,1,9
Mohammad Hafeez,v New Zealand,Dubai (DSC),2,9
Ahmed Shehzad,v New Zealand,Hamilton,1,9
Shoaib Malik,v Sri Lanka,Abu Dhabi,2,9
Haris Sohail,v New Zealand,Wellington,1,9
Sarfaraz Ahmed,v New Zealand,Wellington,1,9
Hussain Talat,v Australia,Abu Dhabi,1,9
Asif Ali,v Australia,Dubai (DSC),1,9
Wahab Riaz,v New Zealand,Auckland,1,9
Mohammad Nawaz (3),v Zimbabwe,Harare,1,9
Babar Azam,v New Zealand,Sharjah,2,9
Asif Ali,v West Indies,Karachi,1,9
Asif Ali,v India,Dubai (DSC),1,9
Babar Azam,v Hong Kong,Sharjah,1,9
Babar Azam,v England,Lahore,1,9
Asif Ali,v England,Lahore,1,9
Mohammad Nawaz (3),v England,Lahore,2,9
Mohammad Nawaz (3),v India,Melbourne,1,9
Babar Azam,v New Zealand,Lahore,1,9
Umar Gul,v England,The Oval,2,8*
Misbah-ul-Haq,v Bangladesh,Gros Islet,1,8*
Shoaib Akhtar,v New Zealand,Auckland,1,8*
Sarfaraz Ahmed,v India,Eden Gardens,1,8*
Iftikhar Ahmed,v England,Manchester,1,8*
Fakhar Zaman,v South Africa,Centurion,2,8*
Mohammad Hasnain,v Sri Lanka,Dubai (DSC),2,8*
Mohammad Nawaz (3),v Bangladesh,Christchurch,1,8*
Zaman Khan,v Afghanistan,Sharjah,1,8*
Shoaib Malik,v India,Johannesburg,2,8
Imran Farhat,v Australia,Melbourne,2,8
Shahid Afridi,v England,Dubai (DSC),2,8
Mohammad Hafeez,v New Zealand,Bridgetown,2,8
Shahid Afridi,v Australia,Gros Islet,1,8
Asad Shafiq,v New Zealand,Christchurch,1,8
Shahid Afridi,v Bangladesh,Mirpur,1,8
Imran Nazir,v India,Colombo (RPS),1,8
Yasir Arafat,v India,Colombo (RPS),1,8
Sohail Tanvir,v Sri Lanka,Colombo (RPS),2,8
Umar Amin,v Sri Lanka,Dubai (DSC),2,8
Ahmed Shehzad,v Sri Lanka,Dubai (DSC),2,8
Kamran Akmal,v India,Mirpur,1,8
Shahid Afridi,v India,Mirpur,1,8
Mohammad Hafeez,v Bangladesh,Mirpur,1,8
Sohail Tanvir,v Bangladesh,Mirpur,1,8
Shahid Afridi,v Sri Lanka,Colombo (RPS),1,8
Shoaib Malik,v Sri Lanka,Colombo (RPS),2,8
Imad Wasim,v New Zealand,Hamilton,1,8
Ahmed Shehzad,v New Zealand,Wellington,2,8
Shahid Afridi,v New Zealand,Wellington,2,8
Anwar Ali,v New Zealand,Wellington,2,8
Mohammad Sami,v India,Mirpur,1,8
Shahid Afridi,v India,Eden Gardens,1,8
Fakhar Zaman,v World-XI,Lahore,1,8
Faheem Ashraf,v New Zealand,Mount Maunganui,1,8
Shoaib Malik,v New Zealand,Abu Dhabi,1,8
Faheem Ashraf,v South Africa,Cape Town,2,8
Faheem Ashraf,v Sri Lanka,Lahore,2,8
Haris Sohail,v Australia,Perth,1,8
Khushdil Shah,v Australia,Perth,1,8
Haider Ali,v New Zealand,Hamilton,1,8
Sharjeel Khan,v South Africa,Johannesburg,1,8
Fakhar Zaman,v England,Leeds,2,8
Mohammad Rizwan,v Afghanistan,Dubai (DSC),2,8
Fakhar Zaman,v Scotland,Sharjah,1,8
Shadab Khan,v Sri Lanka,Dubai (DSC),2,8
Mohammad Rizwan,v England,Karachi,2,8
Babar Azam,v England,Karachi,2,8
Haris Rauf,v England,Lahore,1,8
Shadab Khan,v New Zealand,Christchurch,1,8
Haider Ali,v New Zealand,Christchurch,1,8
Mohammad Haris,v England,Melbourne,1,8
Mohammad Rizwan,v New Zealand,Lahore,1,8
Abdur Rehman,v South Africa,Dubai (DSC),1,7*
Saeed Ajmal,v South Africa,Dubai (DSC),2,7*
Umar Akmal,v South Africa,Johannesburg,2,7*
Shadab Khan,v South Africa,Cape Town,2,7*
Shaheen Shah Afridi,v South Africa,Johannesburg,1,7*
Shahid Afridi,v South Africa,Johannesburg,1,7
Imran Nazir,v India,Durban,2,7
Shahid Afridi,v India,Durban,2,7
Imran Nazir,v Sri Lanka,Johannesburg,1,7
Shahid Afridi,v Canada,King City (NW),1,7
Salman Butt,v Sri Lanka,King City (NW),2,7
Shoaib Malik,v New Zealand,Dubai (DSC),1,7
Khalid Latif,v South Africa,Gros Islet,1,7
Abdul Razzaq,v Australia,Birmingham,1,7
Shahid Afridi,v New Zealand,Hamilton,2,7
Abdur Rehman,v West Indies,Gros Islet,2,7
Shoaib Malik,v Zimbabwe,Harare,1,7
Sohail Tanvir,v Zimbabwe,Harare,1,7
Shahid Afridi,v England,Dubai (DSC),1,7
Shoaib Malik,v South Africa,Centurion,1,7
Umar Amin,v West Indies,Kingstown,1,7
Mohammad Hafeez,v Sri Lanka,Dubai (DSC),2,7
Shoaib Malik,v Zimbabwe,Lahore,2,7
